timestamp,station_id,ambient_temp_c,wind_speed_ms,weather_anomaly_flag,comms_status,power_draw_kw,generator_load_pct,battery_soc_pct,battery_state,fuel_tank_level_l,fuel_tank_pct,fuel_burn_rate_lph,fuel_burn_rate_lph_avg24h,days_of_autonomy,hvac_status,heater_status,resupply_window_days_remaining,resupply_recommendation,active_anomalies,_delivered_live
2026-01-01T04:35:00,maitri,-4.47,3.26,False,online,54.99,14.7,81.2,charging,163935.5,81.97,15.4,13.81,494.5,on,on,334,On track — no action needed,none,True
2026-01-01T04:40:00,maitri,-3.71,10.0,False,online,49.31,13.1,81.3,charging,163934.4,81.97,13.81,13.81,494.5,on,on,334,On track — no action needed,none,True
2026-01-01T04:45:00,maitri,-3.4,6.09,False,online,51.06,13.6,81.6,charging,163933.2,81.97,14.3,13.82,494.2,on,on,334,On track — no action needed,none,True
2026-01-01T04:50:00,maitri,-3.72,15.19,False,online,53.74,14.3,81.8,charging,163931.9,81.97,15.05,13.84,493.5,on,on,334,On track — no action needed,none,True
2026-01-01T04:55:00,maitri,-4.31,7.16,False,online,56.07,15.0,81.8,charging,163930.6,81.97,15.7,13.87,492.4,on,on,334,On track — no action needed,none,True
2026-01-01T05:00:00,maitri,-4.05,12.06,False,online,52.11,13.9,82.0,charging,163929.4,81.96,14.59,13.88,491.9,on,on,334,On track — no action needed,none,True
2026-01-01T05:05:00,maitri,-4.15,5.42,False,online,56.3,15.0,81.9,discharging,163928.1,81.96,15.76,13.91,490.9,on,on,334,On track — no action needed,none,True
2026-01-01T05:10:00,maitri,-3.23,11.74,False,online,55.15,14.7,81.9,idle,163926.8,81.96,15.44,13.94,490.0,on,on,334,On track — no action needed,none,True
2026-01-01T05:15:00,maitri,-4.38,14.64,False,online,53.38,14.2,81.8,discharging,163925.6,81.96,14.95,13.95,489.4,on,on,334,On track — no action needed,none,True
2026-01-01T05:20:00,maitri,-3.12,11.12,False,online,57.3,15.3,81.8,idle,163924.2,81.96,16.04,13.99,488.3,on,on,334,On track — no action needed,none,True
2026-01-01T05:25:00,maitri,-3.4,4.64,False,online,55.63,14.8,81.9,charging,163922.9,81.96,15.58,14.01,487.5,on,on,334,On track — no action needed,none,True
2026-01-01T05:30:00,maitri,-4.17,14.46,False,online,57.23,15.3,81.7,discharging,163921.6,81.96,16.03,14.04,486.4,on,on,334,On track — no action needed,none,True
2026-01-01T05:35:00,maitri,-3.95,9.45,False,online,53.28,14.2,81.8,charging,163920.4,81.96,14.92,14.05,486.0,on,on,334,On track — no action needed,none,True
2026-01-01T05:40:00,maitri,-4.98,8.55,False,online,54.79,14.6,82.0,charging,163919.1,81.96,15.34,14.07,485.3,on,on,334,On track — no action needed,none,True
2026-01-01T05:45:00,maitri,-5.26,12.27,False,online,51.88,13.8,81.9,idle,163917.9,81.96,14.53,14.08,485.1,on,on,334,On track — no action needed,none,True
2026-01-01T05:50:00,maitri,-4.41,10.48,False,online,54.09,14.4,82.0,charging,163916.6,81.96,15.14,14.09,484.6,on,on,334,On track — no action needed,none,True
2026-01-01T05:55:00,maitri,-4.68,7.13,False,online,54.1,14.4,82.0,discharging,163915.3,81.96,15.15,14.11,484.1,on,on,334,On track — no action needed,none,True
2026-01-01T06:00:00,maitri,-4.51,4.95,False,online,55.87,14.9,82.2,charging,163909.4,81.95,71.46,14.89,458.5,on,on,334,On track — no action needed,fuel_leak,True
2026-01-01T06:05:00,maitri,-4.7,13.14,False,online,58.11,15.5,82.3,charging,163903.2,81.95,74.31,15.7,435.1,on,on,334,On track — no action needed,fuel_leak,True
2026-01-01T06:10:00,maitri,-3.57,9.77,False,online,56.02,14.9,82.2,discharging,163897.2,81.95,71.64,16.44,415.3,on,on,334,On track — no action needed,fuel_leak,True
2026-01-01T06:15:00,maitri,-3.69,10.11,False,online,56.45,15.1,82.3,idle,163891.2,81.95,72.19,17.18,397.6,on,on,334,On track — no action needed,fuel_leak,True
2026-01-01T06:20:00,maitri,-3.21,10.54,False,online,55.52,14.8,82.2,discharging,163885.3,81.94,71.0,17.88,382.0,on,on,334,On track — no action needed,fuel_leak,True
2026-01-01T06:25:00,maitri,-3.39,12.79,False,online,55.82,14.9,82.2,idle,163879.3,81.94,71.38,18.56,367.9,on,on,334,On track — no action needed,fuel_leak,True
2026-01-01T06:30:00,maitri,-3.46,10.28,False,online,56.56,15.1,82.2,idle,163873.3,81.94,72.34,19.24,354.8,on,on,334,On track — no action needed,fuel_leak,True
2026-01-01T06:35:00,maitri,-3.91,8.9,False,online,56.93,15.2,82.4,charging,163867.3,81.93,72.8,19.91,342.9,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T06:40:00,maitri,-3.38,9.93,False,online,54.11,14.4,82.8,charging,163861.5,81.93,69.2,20.52,332.7,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T06:45:00,maitri,-3.6,12.93,False,online,52.35,14.0,82.6,discharging,163855.9,81.93,66.95,21.09,323.8,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T06:50:00,maitri,-3.27,10.45,False,online,57.38,15.3,82.9,charging,163849.8,81.92,73.39,21.72,314.4,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T06:55:00,maitri,-2.41,10.84,False,online,55.97,14.9,82.9,idle,163843.8,81.92,71.58,22.31,306.0,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:00:00,maitri,-2.89,8.83,False,online,54.4,14.5,82.8,idle,163838.0,81.92,69.57,22.87,298.5,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:05:00,maitri,-2.88,10.9,False,online,56.56,15.1,83.0,charging,163832.0,81.92,72.33,23.44,291.2,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:10:00,maitri,-3.43,13.02,False,online,55.26,14.7,83.1,charging,163826.1,81.91,70.67,23.98,284.6,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:15:00,maitri,-3.64,13.52,False,online,56.24,15.0,83.1,idle,163820.1,81.91,71.92,24.53,278.3,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:20:00,maitri,-2.96,9.02,False,online,57.98,15.5,83.2,idle,163813.9,81.91,74.15,25.09,272.1,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:25:00,maitri,-2.9,5.18,False,online,58.23,15.5,83.1,idle,163807.7,81.9,74.47,25.64,266.2,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:30:00,maitri,-3.23,12.6,False,online,55.07,14.7,82.9,discharging,163801.9,81.9,70.43,26.13,261.2,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:35:00,maitri,-3.27,7.88,False,online,57.31,15.3,83.0,charging,163795.8,81.9,73.3,26.64,256.2,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:40:00,maitri,-2.77,13.35,False,online,59.1,15.8,83.1,charging,163789.5,81.89,75.59,27.17,251.2,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:45:00,maitri,-2.97,16.63,False,online,57.64,15.4,83.4,charging,163783.3,81.89,73.71,27.66,246.7,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:50:00,maitri,-2.55,9.71,False,online,58.1,15.5,83.6,charging,163777.1,81.89,74.31,28.15,242.4,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T07:55:00,maitri,-3.32,13.8,False,online,59.29,15.8,83.6,charging,163770.8,81.89,75.83,28.65,238.2,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T08:00:00,maitri,-4.0,13.4,False,online,58.13,15.5,83.6,discharging,163764.6,81.88,74.34,29.12,234.3,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T08:05:00,maitri,-4.58,7.67,False,online,60.01,16.0,83.5,discharging,163758.2,81.88,76.75,29.61,230.5,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T08:10:00,maitri,-3.99,10.58,False,online,56.27,15.0,83.5,idle,163752.2,81.88,71.97,30.03,227.2,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T08:15:00,maitri,-4.22,14.02,False,online,59.43,15.8,83.4,discharging,163745.9,81.87,76.01,30.49,223.7,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T08:20:00,maitri,-3.79,9.12,False,online,59.87,16.0,83.4,idle,163739.5,81.87,76.57,30.95,220.4,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T08:25:00,maitri,-4.08,11.72,False,online,58.39,15.6,83.5,charging,163733.3,81.87,74.67,31.38,217.4,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T08:30:00,maitri,-3.13,5.29,False,online,55.88,14.9,83.7,charging,163727.3,81.86,71.47,31.77,214.7,on,on,334,Advance resupply timing within current window,fuel_leak,True
2026-01-01T08:35:00,maitri,-3.17,11.99,False,online,57.48,15.3,83.6,discharging,163726.0,81.86,16.09,31.62,215.8,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T08:40:00,maitri,-2.27,5.51,False,online,62.04,16.5,83.8,charging,163724.5,81.86,17.37,31.48,216.7,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T08:45:00,maitri,-2.24,7.52,False,online,60.58,16.2,83.6,discharging,163723.1,81.86,16.96,31.34,217.6,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T08:50:00,maitri,-1.97,9.87,False,online,61.83,16.5,83.7,charging,163721.7,81.86,17.31,31.21,218.5,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T08:55:00,maitri,-3.06,8.43,False,online,60.52,16.1,83.8,charging,163720.3,81.86,16.95,31.08,219.5,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T09:00:00,maitri,-3.61,8.47,False,online,61.77,16.5,83.9,charging,163718.8,81.86,17.29,30.96,220.4,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T09:05:00,maitri,-3.52,5.7,False,online,62.75,16.7,83.8,discharging,163717.4,81.86,17.57,30.83,221.2,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T09:10:00,maitri,-3.12,12.1,False,online,60.67,16.2,83.7,discharging,163715.9,81.86,16.99,30.71,222.1,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T09:15:00,maitri,-2.14,12.3,False,blackout,61.27,16.3,83.4,discharging,163714.5,81.86,17.16,30.59,223.0,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T09:20:00,maitri,-2.63,9.63,False,blackout,62.15,16.6,83.5,charging,163713.1,81.86,17.4,30.47,223.9,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T09:25:00,maitri,-2.42,8.81,False,blackout,63.58,17.0,83.4,discharging,163711.6,81.86,17.8,30.36,224.7,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T09:30:00,maitri,-2.37,12.7,False,blackout,60.54,16.1,83.0,discharging,163710.2,81.86,16.95,30.24,225.5,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T09:35:00,maitri,-2.84,6.15,False,blackout,64.14,17.1,82.9,discharging,163708.7,81.85,17.96,30.14,226.3,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T09:40:00,maitri,-1.43,6.17,False,blackout,56.93,15.2,82.8,discharging,163707.3,81.85,15.94,30.02,227.2,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T09:45:00,maitri,-1.25,6.89,False,blackout,62.69,16.7,82.7,discharging,163705.9,81.85,17.55,29.91,228.0,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T09:50:00,maitri,-0.52,9.37,False,blackout,60.6,16.2,82.8,charging,163704.5,81.85,16.97,29.8,228.9,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T09:55:00,maitri,-0.03,10.04,False,blackout,60.2,16.1,82.9,charging,163703.1,81.85,16.86,29.69,229.7,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:00:00,maitri,-0.5,8.43,False,blackout,62.41,16.6,83.1,charging,163701.6,81.85,17.47,29.59,230.5,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:05:00,maitri,-0.36,11.85,False,blackout,60.4,16.1,83.0,discharging,163700.2,81.85,16.91,29.49,231.3,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:10:00,maitri,-1.12,15.23,False,blackout,66.01,17.6,82.7,discharging,163698.7,81.85,18.48,29.4,232.0,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:15:00,maitri,-1.11,11.42,False,blackout,62.4,16.6,82.6,discharging,163697.2,81.85,17.47,29.3,232.8,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:20:00,maitri,-1.06,5.86,False,blackout,63.81,17.0,82.6,discharging,163695.7,81.85,17.87,29.21,233.5,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:25:00,maitri,-1.73,8.03,False,blackout,62.65,16.7,82.7,charging,163694.2,81.85,17.54,29.12,234.2,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:30:00,maitri,-2.01,16.21,False,blackout,64.21,17.1,82.6,discharging,163692.8,81.85,17.98,29.03,234.9,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:35:00,maitri,-1.63,12.42,False,blackout,60.81,16.2,82.7,charging,163691.3,81.85,17.03,28.94,235.7,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:40:00,maitri,-0.36,9.61,False,blackout,67.06,17.9,82.7,idle,163689.8,81.84,18.78,28.86,236.3,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:45:00,maitri,-1.21,10.64,False,blackout,62.71,16.7,83.0,charging,163688.3,81.84,17.56,28.77,237.0,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:50:00,maitri,-2.12,12.98,False,blackout,60.15,16.0,83.2,charging,163686.9,81.84,16.84,28.68,237.8,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T10:55:00,maitri,-1.1,9.28,False,blackout,61.51,16.4,83.0,discharging,163685.5,81.84,17.22,28.59,238.5,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T11:00:00,maitri,-0.1,15.15,False,blackout,64.5,17.2,83.0,idle,163684.0,81.84,18.06,28.51,239.2,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T11:05:00,maitri,-1.08,6.12,False,blackout,64.25,17.1,83.0,idle,163682.5,81.84,17.99,28.44,239.8,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T11:10:00,maitri,-0.86,6.74,False,blackout,64.18,17.1,82.9,discharging,163681.0,81.84,17.97,28.36,240.5,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T11:15:00,maitri,-0.08,11.24,False,blackout,64.56,17.2,82.8,discharging,163679.5,81.84,18.08,28.28,241.1,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T11:20:00,maitri,-0.26,7.94,False,blackout,63.46,16.9,82.4,discharging,163678.0,81.84,17.77,28.21,241.8,on,on,334,Advance resupply timing within current window,comms_blackout,False
2026-01-01T11:25:00,maitri,-1.41,6.94,False,online,62.97,16.8,82.6,charging,163676.5,81.84,17.63,28.13,242.4,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T11:30:00,maitri,-1.15,10.0,False,online,64.5,17.2,83.0,charging,163675.0,81.84,18.06,28.06,243.1,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T11:35:00,maitri,0.71,6.78,False,online,67.57,18.0,83.2,charging,163673.4,81.84,18.92,27.99,243.6,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T11:40:00,maitri,-0.2,8.0,False,online,60.83,16.2,83.4,charging,163672.0,81.84,17.03,27.91,244.3,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T11:45:00,maitri,-1.11,6.8,False,online,61.98,16.5,83.4,idle,163670.6,81.84,17.35,27.84,245.0,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T11:50:00,maitri,-1.12,16.4,False,online,61.54,16.4,83.5,charging,163669.1,81.83,17.23,27.77,245.6,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T11:55:00,maitri,-1.09,10.18,False,online,61.63,16.4,83.7,charging,163667.7,81.83,17.26,27.69,246.3,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T12:00:00,maitri,-1.54,4.97,False,online,64.54,17.2,83.8,charging,163666.2,81.83,18.07,27.63,246.8,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T12:05:00,maitri,-0.7,10.87,False,online,60.78,16.2,84.0,charging,163664.8,81.83,17.02,27.55,247.5,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T12:10:00,maitri,-1.03,12.15,False,online,63.97,17.1,84.1,charging,163663.3,81.83,17.91,27.49,248.1,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T12:15:00,maitri,-0.87,13.37,False,online,64.46,17.2,84.4,charging,163661.8,81.83,18.05,27.42,248.7,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T12:20:00,maitri,0.33,7.44,False,online,62.77,16.7,84.2,discharging,163660.3,81.83,17.58,27.36,249.3,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T12:25:00,maitri,-0.87,6.85,False,online,67.79,18.1,84.3,charging,163658.7,81.83,18.98,27.3,249.8,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T12:30:00,maitri,-0.54,14.15,False,online,64.06,17.1,84.2,discharging,163657.2,81.83,17.94,27.24,250.3,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T12:35:00,maitri,-0.72,7.09,False,online,61.22,16.3,84.2,idle,163655.8,81.83,17.14,27.17,250.9,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T12:40:00,maitri,0.42,9.32,False,online,64.39,17.2,84.2,idle,163654.3,81.83,18.03,27.11,251.5,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T12:45:00,maitri,-0.5,10.82,False,online,61.12,16.3,84.2,idle,163652.9,81.83,17.11,27.05,252.1,on,on,334,Advance resupply timing within current window,none,True
